"module name","license","repository"
"import-fresh@3.3.1","MIT","https://github.com/sindresorhus/import-fresh"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"ini@6.0.0","ISC","https://github.com/npm/ini"
"init-package-json@8.2.4","ISC","https://github.com/npm/init-package-json"
"ip-address@10.0.1","MIT","https://github.com/beaugunderson/ip-address"
"ip-regex@5.0.0","MIT","https://github.com/sindresorhus/ip-regex"
"is-cidr@6.0.1","BSD-2-Clause","https://github.com/silverwind/is-cidr"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isexe@3.1.1","ISC","https://github.com/isaacs/isexe"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.1","MIT","https://github.com/nodeca/js-yaml"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@5.0.0","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json-stringify-nice@1.1.4","ISC","https://github.com/isaacs/json-stringify-nice"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jsonparse@1.3.1","MIT","https://github.com/creationix/jsonparse"
"just-diff-apply@5.5.0","MIT","https://github.com/angus-c/just"
"just-diff@6.0.2","MIT","https://github.com/angus-c/just"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"libnpmaccess@10.0.3","ISC","https://github.com/npm/cli"
"libnpmdiff@8.0.12","ISC","https://github.com/npm/cli"
"libnpmexec@10.1.11","ISC","https://github.com/npm/cli"
"libnpmfund@7.0.12","ISC","https://github.com/npm/cli"
"libnpmorg@8.0.1","ISC","https://github.com/npm/cli"
"libnpmpack@9.0.12","ISC","https://github.com/npm/cli"
"libnpmpublish@11.1.3","ISC","https://github.com/npm/cli"
"libnpmsearch@9.0.1","ISC","https://github.com/npm/cli"
"libnpmteam@8.0.2","ISC","https://github.com/npm/cli"
"libnpmversion@8.0.3","ISC","https://github.com/npm/cli"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"lru-cache@11.2.2","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"make-fetch-happen@15.0.3","ISC","https://github.com/npm/make-fetch-happen"
"minimatch@10.1.1","BlueOak-1.0.0","https://github.com/isaacs/minimatch"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"minipass-collect@2.0.1","ISC","https://github.com/isaacs/minipass-collect"
"minipass-fetch@5.0.0","MIT","https://github.com/npm/minipass-fetch"
"minipass-flush@1.0.5","ISC","https://github.com/isaacs/minipass-flush"
"minipass-pipeline@1.2.4","ISC",""
"minipass-sized@1.0.3","ISC","https://github.com/isaacs/minipass-sized"
"minipass@3.3.6","ISC","https://github.com/isaacs/minipass"
"minipass@7.1.2","ISC","https://github.com/isaacs/minipass"
"minizlib@3.1.0","MIT","https://github.com/isaacs/minizlib"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"mute-stream@3.0.0","ISC","https://github.com/npm/mute-stream"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"negotiator@1.0.0","MIT","https://github.com/jshttp/negotiator"
"node-gyp@12.1.0","MIT","https://github.com/nodejs/node-gyp"
"node-releases@2.0.27","MIT","https://github.com/chicoxyzzy/node-releases"
"nopt@9.0.0","ISC","https://github.com/npm/nopt"
"npm-audit-report@7.0.0","ISC","https://github.com/npm/npm-audit-report"
"npm-bundled@5.0.0","ISC","https://github.com/npm/npm-bundled"
"npm-install-checks@8.0.0","BSD-2-Clause","https://github.com/npm/npm-install-checks"
"npm-normalize-package-bin@5.0.0","ISC","https://github.com/npm/npm-normalize-package-bin"
"npm-package-arg@13.0.2","ISC","https://github.com/npm/npm-package-arg"
"npm-packlist@10.0.3","ISC","https://github.com/npm/npm-packlist"
"npm-pick-manifest@11.0.3","ISC","https://github.com/npm/npm-pick-manifest"
"npm-profile@12.0.1","ISC","https://github.com/npm/npm-profile"
"npm-registry-fetch@19.1.1","ISC","https://github.com/npm/npm-registry-fetch"
"npm-user-validate@4.0.0","BSD-2-Clause","https://github.com/npm/npm-user-validate"
"npm@11.7.0","Artistic-2.0","https://github.com/npm/cli"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"p-map@7.0.4","MIT","https://github.com/sindresorhus/p-map"
"pacote@21.0.4","ISC","https://github.com/npm/pacote"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-conflict-json@5.0.1","ISC","https://github.com/npm/parse-conflict-json"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-scurry@2.0.0","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@4.0.3","MIT","https://github.com/micromatch/picomatch"
"postcss-selector-parser@7.1.0","MIT","https://github.com/postcss/postcss-selector-parser"
"postcss@8.5.6","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"proc-log@5.0.0","ISC","https://github.com/npm/proc-log"
"proc-log@6.1.0","ISC","https://github.com/npm/proc-log"
"proggy@4.0.0","ISC","https://github.com/npm/proggy"
"promise-all-reject-late@1.0.1","ISC",""
"promise-call-limit@3.0.2","ISC","https://github.com/isaacs/promise-call-limit"
"promise-retry@2.0.1","MIT","https://github.com/IndigoUnited/node-promise-retry"
"promzard@3.0.1","ISC","https://github.com/npm/promzard"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"qrcode-terminal@0.12.0","Apache 2.0","https://github.com/gtanner/qrcode-terminal"
"react-dom@19.2.3","MIT","https://github.com/facebook/react"
"react-genzo@0.0.0","UNLICENSED",""
"react-refresh@0.18.0","MIT","https://github.com/facebook/react"
"react@19.2.3","MIT","https://github.com/facebook/react"
"read-cmd-shim@6.0.0","ISC","https://github.com/npm/read-cmd-shim"
"read@5.0.1","ISC","https://github.com/npm/read"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"retry@0.12.0","MIT","https://github.com/tim-kos/node-retry"
"rollup@4.53.5","MIT","https://github.com/rollup/rollup"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.7.3","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"sigstore@4.0.0","Apache-2.0","https://github.com/sigstore/sigstore-js"
"smart-buffer@4.2.0","MIT","https://github.com/JoshGlazebrook/smart-buffer"
"socks-proxy-agent@8.0.5","MIT","https://github.com/TooTallNate/proxy-agents"
"socks@2.8.7","MIT","https://github.com/JoshGlazebrook/socks"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.5.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-expression-parse@4.0.0","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.22","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"ssri@13.0.0","ISC","https://github.com/npm/ssri"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-color@10.2.2","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"tar@7.5.2","BlueOak-1.0.0","https://github.com/isaacs/node-tar"
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"tiny-relative-date@2.0.2","MIT","https://github.com/wildlyinaccurate/relative-date"
"tinyglobby@0.2.15","MIT","https://github.com/SuperchupuDev/tinyglobby"
"treeverse@3.0.0","ISC","https://github.com/npm/treeverse"
"tuf-js@4.0.0","MIT","https://github.com/theupdateframework/tuf-js"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"unique-filename@5.0.0","ISC","https://github.com/npm/unique-filename"
"unique-slug@6.0.0","ISC","https://github.com/npm/unique-slug"
"update-browserslist-db@1.2.3","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"validate-npm-package-name@7.0.0","ISC","https://github.com/npm/validate-npm-package-name"
"vite@7.3.0","MIT","https://github.com/vitejs/vite"
"walk-up-path@4.0.0","ISC","https://github.com/isaacs/walk-up-path"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"which@6.0.0","ISC","https://github.com/npm/node-which"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"write-file-atomic@7.0.0","ISC","https://github.com/npm/write-file-atomic"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yallist@5.0.0","BlueOak-1.0.0","https://github.com/isaacs/yallist"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
"zod-validation-error@4.0.2","MIT","https://github.com/causaly/zod-validation-error"
"zod@4.2.1","MIT","https://github.com/colinhacks/zod"
